,Player,Position,GP,PM,Salary,Log_Salary,Average PM,Average_PM
319,JON.MERRILL,Defence,216,-52,3955000,15.19049115918389,-0.24074074074074073,-0.24074074074074073
320,JOONAS.DONSKOI,Offense,136,16,4725000,15.36837811890998,0.11764705882352941,0.11764705882352941
321,JORDAN.EBERLE,Offense,507,97,37690666,17.44492303555682,0.1913214990138067,0.1913214990138067
322,JORDAN.MARTINOOK,Offense,166,-62,4825000,15.389321292755223,-0.37349397590361444,-0.37349397590361444
323,JORDAN.NOLAN,Offense,292,-14,5313334,15.48573006812874,-0.04794520547945205,-0.04794520547945205
324,JORDAN.STAAL,Offense,682,-9,52000000,17.7667542765457,-0.013196480938416423,-0.013196480938416423
325,JORDIE.BENN,Defence,315,-69,5400000,15.501909511534503,-0.21904761904761905,-0.21904761904761905
326,JORDIN.TOOTOO,Offense,554,-36,7500000,15.830413578506539,-0.06498194945848375,-0.06498194945848375
327,JORI.LEHTERA,Offense,218,67,16850000,16.639861214762647,0.3073394495412844,0.3073394495412844
328,JOSH.ANDERSON,Offense,96,10,4378333,15.292178616301195,0.10416666666666667,0.10416666666666667
329,JOSH.BAILEY,Offense,596,30,20350000,16.828591469852878,0.050335570469798654,0.050335570469798654
330,JOSH.GORGES,Defence,646,-164,28100000,17.151280134303974,-0.25386996904024767,-0.25386996904024767
331,JOSH.JOORIS,Offense,173,-24,2350000,14.669925886120343,-0.13872832369942195,-0.13872832369942195
332,JOSH.MANSON,Defence,181,-1,6675000,15.713879762250587,-0.0055248618784530384,-0.0055248618784530384
333,J.T..BROWN,Offense,262,-24,4400000,15.29711509888849,-0.0916030534351145,-0.0916030534351145
334,J.T..MILLER,Offense,278,32,7927271,15.885819398190906,0.11510791366906475,0.11510791366906475
335,JUSSI.JOKINEN,Offense,726,111,26288278,17.084633694370645,0.15289256198347106,0.15289256198347106
336,JUSTIN.ABDELKADER,Offense,544,14,22265000,16.91852649673794,0.025735294117647058,0.025735294117647058
337,JUSTIN.BRAUN,Defence,447,-49,19612500,16.791677676023426,-0.10961968680089486,-0.10961968680089486
338,JUSTIN.FAULK,Defence,401,-37,25846665,17.0676921370561,-0.09226932668329177,-0.09226932668329177
339,JUSTIN.FONTAINE,Offense,197,17,1000000,13.815510557964274,0.08629441624365482,0.08629441624365482
340,JUSTIN.SCHULTZ,Defence,344,50,20900000,16.855259716935038,0.14534883720930233,0.14534883720930233
341,JUSTIN.WILLIAMS,Offense,658,218,37100000,17.429127527577663,0.331306990881459,0.331306990881459
342,JYRKI.JOKIPAKKA,Defence,150,-10,1800000,14.403297222866392,-0.06666666666666667,-0.06666666666666667
343,KARL.ALZNER,Defence,591,-104,25645000,17.059859178805507,-0.17597292724196278,-0.17597292724196278
344,KEITH.BALLARD,Defence,453,-56,19800000,16.801192495664765,-0.12362030905077263,-0.12362030905077263
345,KEITH.YANDLE,Defence,735,192,43042741,17.577704156734242,0.2612244897959184,0.2612244897959184
346,KEVAN.MILLER,Defence,217,8,9100000,16.02378497148708,0.03686635944700461,0.03686635944700461
347,KEVIN.BIEKSA,Defence,628,29,38500000,17.466168799258014,0.04617834394904458,0.04617834394904458
348,KEVIN.CONNAUTON,Defence,187,12,3216038,14.983660725131585,0.06417112299465241,0.06417112299465241
349,KEVIN.HAYES,Offense,234,39,6100000,15.623799329143539,0.16666666666666666,0.16666666666666666
350,KEVIN.KLEIN,Defence,622,-123,14619487,16.497865922750986,-0.1977491961414791,-0.1977491961414791
351,KEVIN.LABANC,Offense,54,12,1435000,14.176675407175859,0.2222222222222222,0.2222222222222222
352,KEVIN.PORTER,Offense,249,-27,3001750,14.914706009892964,-0.10843373493975904,-0.10843373493975904
353,KEVIN.SHATTENKIRK,Defence,490,191,32050000,17.282807741330952,0.38979591836734695,0.38979591836734695
354,KLAS.DAHLBECK,Defence,137,-56,1600000,14.28551418721001,-0.40875912408759124,-0.40875912408759124
355,KRIS.LETANG,Defence,595,210,50873333,17.74484943460543,0.35294117647058826,0.35294117647058826
356,KRIS.RUSSELL,Defence,640,73,22250000,16.917852566576524,0.1140625,0.1140625
357,KRIS.VERSTEEG,Offense,619,120,29549999,17.201594267975434,0.1938610662358643,0.1938610662358643
358,KYLE.BRODZIAK,Offense,750,-185,14749999,16.50675357295349,-0.24666666666666667,-0.24666666666666667
359,KYLE.CHIPCHURA,Offense,482,-89,5000000,15.424948470398375,-0.18464730290456433,-0.18464730290456433
360,KYLE.CLIFFORD,Offense,486,-12,9970000,16.11509114193802,-0.024691358024691357,-0.024691358024691357
361,KYLE.OKPOSO,Offense,593,120,33643332,17.331325436915503,0.20236087689713322,0.20236087689713322
362,KYLE.PALMIERI,Offense,360,82,20400001,16.83104550783405,0.22777777777777777,0.22777777777777777
363,KYLE.QUINCEY,Defence,561,-44,24075000,16.996684515648464,-0.0784313725490196,-0.0784313725490196
364,KYLE.TURRIS,Offense,532,103,26300000,17.085079497147994,0.19360902255639098,0.19360902255639098
365,LADISLAV.SMID,Defence,506,-186,20417949,16.831924924911917,-0.3675889328063241,-0.3675889328063241
366,LANCE.BOUMA,Offense,304,-71,8171667,15.916183485190713,-0.23355263157894737,-0.23355263157894737
