,Player,Position,GP,PM,Salary,Log_Salary,Average PM,Average_PM
55,BOBBY.RYAN,Offense,669,218,55321666,17.82867517999789,0.32585949177877427,0.32585949177877427
56,BO.HORVAT,Offense,231,-70,12788334,16.36404390705664,-0.30303030303030304,-0.30303030303030304
57,BOONE.JENNER,Offense,267,23,7409666,15.818295922032375,0.08614232209737828,0.08614232209737828
58,BOYD.GORDON,Offense,569,-218,13211250,16.396579297305696,-0.38312829525483305,-0.38312829525483305
59,BRAD.BOYES,Offense,658,173,19116666,16.76607107799796,0.2629179331306991,0.2629179331306991
60,BRAD.MALONE,Offense,176,-42,1673154,14.330221025941805,-0.23863636363636365,-0.23863636363636365
61,BRAD.MARCHAND,Offense,534,162,35840000,17.394575146071002,0.30337078651685395,0.30337078651685395
62,BRAD.RICHARDS,Offense,635,196,40600001,17.5192786492025,0.30866141732283464,0.30866141732283464
63,BRAD.RICHARDSON,Offense,493,-81,12387499,16.33219837689384,-0.1643002028397566,-0.1643002028397566
64,BRAD.STUART,Defence,548,-154,29250000,17.19139013164214,-0.28102189781021897,-0.28102189781021897
65,BRADY.SKJEI,Defence,87,24,1850000,14.430696197054507,0.27586206896551724,0.27586206896551724
66,BRANDON.BOLLIG,Offense,241,-24,3650000,15.110237725558674,-0.0995850622406639,-0.0995850622406639
67,BRANDON.CARLO,Defence,82,-4,1578332,14.271879151160881,-0.04878048780487805,-0.04878048780487805
68,BRANDON.DUBINSKY,Offense,694,57,43900000,17.5974248780454,0.08213256484149856,0.08213256484149856
69,BRANDON.PRUST,Offense,476,-35,9600000,16.077273656438063,-0.07352941176470588,-0.07352941176470588
70,BRANDON.SAAD,Offense,368,105,26292501,17.08479432340998,0.28532608695652173,0.28532608695652173
71,BRANDON.SUTTER,Offense,596,-74,27675001,17.13604007269267,-0.12416107382550336,-0.12416107382550336
72,BRAYDEN.MCNABB,Defence,238,7,7200000,15.789591583986283,0.029411764705882353,0.029411764705882353
73,BRAYDEN.POINT,Offense,68,29,1373334,14.132751918094375,0.4264705882352941,0.4264705882352941
74,BRAYDEN.SCHENN,Offense,433,129,22985000,16.950352387222466,0.2979214780600462,0.2979214780600462
75,BRAYDON.COBURN,Defence,720,-99,33291936,17.32082576346252,-0.1375,-0.1375
76,BRENDAN.GALLAGHER,Offense,324,143,16530000,16.620687469797208,0.44135802469135804,0.44135802469135804
77,BRENDAN.LEIPSIC,Offense,6,1,650000,13.38472764187182,0.16666666666666666,0.16666666666666666
78,BRENDAN.PERLINI,Offense,57,5,1726666,14.361702939467095,0.08771929824561403,0.08771929824561403
79,BRENDAN.SMITH,Defence,309,-25,17600000,16.68340946000838,-0.08090614886731391,-0.08090614886731391
80,BRENDEN.DILLON,Defence,365,-58,14777634,16.50862537947917,-0.1589041095890411,-0.1589041095890411
81,BRENDEN.MORROW,Offense,499,122,19450000,16.783357628028728,0.24448897795591182,0.24448897795591182
82,BRENT.BURNS,Defence,692,171,55450000,17.83099227176065,0.24710982658959538,0.24710982658959538
83,BRENT.SEABROOK,Defence,772,117,56625000,17.85196114176747,0.15155440414507773,0.15155440414507773
84,BRETT.CONNOLLY,Offense,276,37,5062476,15.437366249644954,0.13405797101449277,0.13405797101449277
85,BRETT.PESCE,Defence,151,6,5643332,15.5459852291742,0.039735099337748346,0.039735099337748346
86,BRETT.RITCHIE,Offense,117,19,5269617,15.47746824235473,0.1623931623931624,0.1623931623931624
87,BRIAN.BOYLE,Offense,624,-86,17650000,16.68624634134358,-0.13782051282051283,-0.13782051282051283
88,BRIAN.CAMPBELL,Defence,753,235,51500125,17.757094792815487,0.31208499335989376,0.31208499335989376
89,BRIAN.DUMOULIN,Defence,163,-9,9800000,16.0978929436408,-0.05521472392638037,-0.05521472392638037
90,BRIAN.FLYNN,Offense,275,-56,2678024,14.800589767104972,-0.20363636363636364,-0.20363636363636364
91,BRIAN.GIONTA,Offense,696,68,37750000,17.446496033659308,0.09770114942528736,0.09770114942528736
92,BRIAN.LASHOFF,Defence,122,-40,725000,13.493926933836812,-0.32786885245901637,-0.32786885245901637
93,BROCK.MCGINN,Offense,78,-29,2586667,14.765880732357262,-0.3717948717948718,-0.3717948717948718
94,BROCK.NELSON,Offense,316,21,8612500,15.968725194304051,0.06645569620253164,0.06645569620253164
95,BROOKS.LAICH,Offense,613,-27,26633334,17.09767414709968,-0.04404567699836868,-0.04404567699836868
96,BROOKS.ORPIK,Defence,681,-47,46250000,17.649572021922708,-0.06901615271659324,-0.06901615271659324
97,BRYAN.BICKELL,Offense,392,30,13625001,16.427416971908073,0.07653061224489796,0.07653061224489796
98,BRYAN.LITTLE,Offense,672,87,36790999,17.420763780830256,0.12946428571428573,0.12946428571428573
99,CAL.CLUTTERBUCK,Offense,638,-81,22770833,16.94099102059431,-0.12695924764890282,-0.12695924764890282
100,CALLE.JARNKROK,Offense,248,-6,7560000,15.838381748155715,-0.024193548387096774,-0.024193548387096774
101,CAM.FOWLER,Defence,494,78,29300000,17.193098073987297,0.15789473684210525,0.15789473684210525
102,CARL.GUNNARSSON,Defence,493,-74,21030000,16.86146054767888,-0.15010141987829614,-0.15010141987829614
103,CARL.HAGELIN,Offense,407,21,21162500,16.86774130542353,0.051597051597051594,0.051597051597051594
104,CARLO.COLAIACOVO,Defence,396,53,9903585,16.108407370766876,0.13383838383838384,0.13383838383838384
105,CARL.SODERBERG,Offense,323,14,21016667,16.86082634756752,0.043343653250773995,0.043343653250773995
106,CASEY.CIZIKAS,Offense,349,-63,13636666,16.428272752349667,-0.18051575931232092,-0.18051575931232092
107,CEDRIC.PAQUETTE,Offense,180,-35,2891666,14.87734336458151,-0.19444444444444445,-0.19444444444444445
108,CHARLIE.COYLE,Offense,353,63,14600000,16.496532086678563,0.17847025495750707,0.17847025495750707
109,CHRIS.BUTLER,Defence,388,-55,5870536,15.585456499390299,-0.14175257731958762,-0.14175257731958762
110,CHRIS.KELLY,Offense,663,-151,19275000,16.774319477413666,-0.2277526395173454,-0.2277526395173454
111,CHRIS.KREIDER,Offense,323,132,19547051,16.78833498902778,0.4086687306501548,0.4086687306501548
112,CHRIS.KUNITZ,Offense,712,393,32175000,17.286700311446463,0.5519662921348315,0.5519662921348315
113,CHRIS.NEIL,Offense,642,-18,15200000,16.536805985816503,-0.028037383177570093,-0.028037383177570093
114,CHRIS.PHILLIPS,Defence,560,-193,21249999,16.871867406275875,-0.34464285714285714,-0.34464285714285714
115,CHRIS.PRONGER,Defence,299,79,21074287,16.86356422972592,0.26421404682274247,0.26421404682274247
116,CHRIS.STEWART,Offense,598,73,14976750,16.52200955657375,0.12207357859531773,0.12207357859531773
117,CHRIS.TANEV,Defence,348,-51,23100000,16.955343175492022,-0.14655172413793102,-0.14655172413793102
118,CHRIS.THORBURN,Offense,709,-86,9320001,16.047673293957907,-0.12129760225669958,-0.12129760225669958
119,CHRISTIAN.DVORAK,Offense,78,-1,1678332,14.333311001027447,-0.01282051282051282,-0.01282051282051282
120,CHRISTIAN.EHRHOFF,Defence,602,152,23700000,16.98098560610536,0.25249169435215946,0.25249169435215946
121,CHRIS.TIERNEY,Offense,201,-33,2158332,14.584846259120956,-0.16417910447761194,-0.16417910447761194
122,CHRIS.VANDEVELDE,Offense,278,-80,2720269,14.816241330441011,-0.28776978417266186,-0.28776978417266186
123,CHRIS.WIDEMAN,Defence,140,21,1600000,14.28551418721001,0.15,0.15
124,CLARKE.MACARTHUR,Offense,531,95,29450000,17.19820446806187,0.17890772128060264,0.17890772128060264
125,CLAUDE.GIROUX,Offense,656,223,54268334,17.809451447208332,0.3399390243902439,0.3399390243902439
126,CLAYTON.STONER,Defence,360,-54,16865500,16.64078067323676,-0.15,-0.15
127,CODY.CECI,Defence,284,-68,7600834,15.843768536078018,-0.23943661971830985,-0.23943661971830985
128,CODY.EAKIN,Offense,379,-55,16559444,16.622467131478512,-0.14511873350923482,-0.14511873350923482
129,CODY.FRANSON,Defence,527,65,14137438,16.46433701389734,0.12333965844402277,0.12333965844402277
130,CODY.HODGSON,Offense,328,-11,11833334,16.28643102211556,-0.03353658536585366,-0.03353658536585366
131,CODY.MCCORMICK,Offense,310,-41,6196154,15.63943933495502,-0.13225806451612904,-0.13225806451612904
132,CODY.MCLEOD,Offense,690,-76,10549998,16.17163622831287,-0.11014492753623188,-0.11014492753623188
133,COLIN.FRASER,Offense,358,-77,3175000,14.970818190308929,-0.21508379888268156,-0.21508379888268156
134,COLIN.GREENING,Offense,286,-3,7393818,15.816154803623432,-0.01048951048951049,-0.01048951048951049
135,COLIN.MCDONALD,Offense,148,-23,1611693,14.29279573726132,-0.1554054054054054,-0.1554054054054054
136,COLIN.MILLER,Defence,103,10,2000000,14.508657738524219,0.0970873786407767,0.0970873786407767
137,COLIN.WILSON,Offense,502,120,23500000,16.972510979114386,0.23904382470119523,0.23904382470119523
138,COLTON.PARAYKO,Defence,160,52,11858750,16.288576549689225,0.325,0.325
139,COLTON.SCEVIOUR,Offense,250,-24,3891154,15.174216329698002,-0.096,-0.096
140,COLTON.SISSONS,Offense,109,7,1875000,14.444119217386648,0.06422018348623854,0.06422018348623854
141,CONNOR.BROWN,Offense,89,6,4886666,15.402020829329013,0.06741573033707865,0.06741573033707865
142,CONNOR.CARRICK,Defence,120,-12,1500000,14.22097566607244,-0.1,-0.1
143,CONNOR.MCDAVID,Offense,127,75,14350000,16.479260500169904,0.5905511811023622,0.5905511811023622
144,CONNOR.MURPHY,Defence,258,-88,13726666,16.43485092232854,-0.34108527131782945,-0.34108527131782945
145,CONOR.SHEARY,Offense,105,35,6667500,15.712755535038307,0.3333333333333333,0.3333333333333333
146,COREY.PERRY,Offense,748,363,73050000,18.106654696160984,0.4852941176470588,0.4852941176470588
147,COREY.TROPP,Offense,149,-11,625000,13.345506928718539,-0.0738255033557047,-0.0738255033557047
148,CRAIG.ADAMS,Offense,562,-193,3850000,15.163583706263967,-0.34341637010676157,-0.34341637010676157
149,CRAIG.SMITH,Offense,437,95,21715000,16.89351382395106,0.21739130434782608,0.21739130434782608
150,CURTIS.GLENCROSS,Offense,497,17,10625806,16.17879612872115,0.03420523138832998,0.03420523138832998
151,CURTIS.LAZAR,Offense,180,-23,3688334,15.120685423549274,-0.12777777777777777,-0.12777777777777777
152,DAINIUS.ZUBRUS,Offense,603,35,20400000,16.831045458814444,0.05804311774461028,0.05804311774461028
153,DALE.WEISE,Offense,392,22,10589231,16.17534809926578,0.05612244897959184,0.05612244897959184
154,DALTON.PROUT,Defence,238,-55,5853846,15.582609439089168,-0.23109243697478993,-0.23109243697478993
155,DAMON.SEVERSON,Defence,203,-20,8939165,16.005952742340178,-0.09852216748768473,-0.09852216748768473
156,DAN.BOYLE,Defence,606,232,42333335,17.561085395124834,0.38283828382838286,0.38283828382838286
157,DAN.CLEARY,Offense,324,0,15450000,16.55311956130803,0.0,0.0
158,DAN.GIRARDI,Defence,754,-67,43572222,17.58993039518664,-0.08885941644562334,-0.08885941644562334
159,DAN.HAMHUIS,Defence,708,-86,36500000,17.41282281855272,-0.12146892655367232,-0.12146892655367232
160,DANIEL.PAILLE,Offense,538,-65,7175000,15.786113319609958,-0.120817843866171,-0.120817843866171
161,DANIEL.SEDIN,Offense,746,431,58500000,17.884537312202085,0.5777479892761395,0.5777479892761395
162,DANIEL.WINNIK,Offense,716,-122,11421719,16.251027276258373,-0.17039106145251395,-0.17039106145251395
163,DANNY.DEKEYSER,Defence,316,-68,20300000,16.826131444012017,-0.21518987341772153,-0.21518987341772153
164,DARNELL.NURSE,Defence,115,-38,1726666,14.361702939467095,-0.33043478260869563,-0.33043478260869563
165,DARREN.HELM,Offense,493,-78,22474444,16.927889399417513,-0.15821501014198783,-0.15821501014198783
166,DAVE.BOLLAND,Offense,432,5,33375000,17.323317674684688,0.011574074074074073,0.011574074074074073
167,DAVID.BACKES,Offense,752,174,45500000,17.633222883921178,0.23138297872340424,0.23138297872340424
168,DAVID.BOOTH,Offense,454,38,22350000,16.922336879023852,0.08370044052863436,0.08370044052863436
169,DAVID.CLARKSON,Offense,562,28,25857662,17.068117517321305,0.0498220640569395,0.0498220640569395
170,DAVID.DESHARNAIS,Offense,452,146,16550000,16.621896659787346,0.3230088495575221,0.3230088495575221
171,DAVID.JONES,Offense,462,-29,20175000,16.819954772120287,-0.06277056277056277,-0.06277056277056277
172,DAVID.KREJCI,Offense,698,254,56000000,17.840862248699423,0.3638968481375358,0.3638968481375358
173,DAVID.LEGWAND,Offense,652,17,24923077,17.031304719381488,0.02607361963190184,0.02607361963190184
174,DAVID.PASTRNAK,Offense,172,70,15183332,16.53570880518654,0.4069767441860465,0.4069767441860465
175,DAVID.PERRON,Offense,651,159,26162231,17.079827363791512,0.24423963133640553,0.24423963133640553
176,DAVID.SAVARD,Defence,326,11,16059275,16.591797122250952,0.03374233128834356,0.03374233128834356
177,DAVID.SCHLEMKO,Defence,359,2,10030645,16.121155464949272,0.005571030640668524,0.005571030640668524
178,DENIS.MALGIN,Offense,47,1,1380000,14.137594057133388,0.02127659574468085,0.02127659574468085
179,DENNIS.RASMUSSEN,Offense,112,-5,1300000,14.077874822431765,-0.044642857142857144,-0.044642857142857144
180,DENNIS.SEIDENBERG,Defence,653,-6,29999998,17.21670787295976,-0.009188361408882083,-0.009188361408882083
181,DENNIS.WIDEMAN,Defence,672,59,38062500,17.45474010343439,0.08779761904761904,0.08779761904761904
182,DEREK.DORSETT,Offense,494,-82,17121665,16.655855178621838,-0.1659919028340081,-0.1659919028340081
183,DEREK.FORBORT,Defence,96,-10,6350000,15.663965370868874,-0.10416666666666667,-0.10416666666666667
184,DEREK.GRANT,Offense,86,-46,650000,13.38472764187182,-0.5348837209302325,-0.5348837209302325
185,DEREK.MACKENZIE,Offense,507,-92,10475000,16.164502023772474,-0.1814595660749507,-0.1814595660749507
186,DEREK.ROY,Offense,543,111,20559139,16.83881612024245,0.20441988950276244,0.20441988950276244
187,DEREK.STEPAN,Offense,515,174,33790666,17.3356951684696,0.3378640776699029,0.3378640776699029
188,DERICK.BRASSARD,Offense,643,170,38621666,17.46932397230454,0.2643856920684292,0.2643856920684292
189,DERYK.ENGELLAND,Defence,469,-80,11950001,16.2962419200238,-0.17057569296375266,-0.17057569296375266
190,DEVANTE.SMITH-PELLY,Offense,265,-40,3755175,15.138645446621712,-0.1509433962264151,-0.1509433962264151
191,DEVIN.SETOGUCHI,Offense,515,121,12046667,16.304298582130418,0.23495145631067962,0.23495145631067962
192,DEVIN.SHORE,Offense,85,3,1740000,14.369395671190711,0.03529411764705882,0.03529411764705882
193,DION.PHANEUF,Defence,740,60,62795698,17.955397125907265,0.08108108108108109,0.08108108108108109
194,DMITRIJ.JASKIN,Offense,190,18,2578746,14.762813792227277,0.09473684210526316,0.09473684210526316
195,DMITRY.KULIKOV,Defence,507,-75,28466666,17.164244346671484,-0.14792899408284024,-0.14792899408284024
196,DMITRY.ORLOV,Defence,283,56,15494923,16.556022979846688,0.1978798586572438,0.1978798586572438
197,DOMINIC.MOORE,Offense,689,-173,8200000,15.919644712234481,-0.251088534107402,-0.251088534107402
198,DOUGIE.HAMILTON,Defence,341,85,25638333,17.059599172302512,0.24926686217008798,0.24926686217008798
199,DOUGLAS.MURRAY,Defence,448,-86,11500000,16.25785759333348,-0.19196428571428573,-0.19196428571428573
200,DRAKE.CAGGIULA,Offense,60,12,925000,13.737549016494562,0.2,0.2
201,DREW.DOUGHTY,Defence,688,173,57750000,17.871633907366178,0.251453488372093,0.251453488372093
202,DREW.MILLER,Offense,586,-164,7925000,15.885532877727618,-0.27986348122866894,-0.27986348122866894
203,DREW.STAFFORD,Offense,683,66,25945161,17.071495676199298,0.09663250366032211,0.09663250366032211
204,DUNCAN.KEITH,Defence,749,201,51321152,17.753613544848704,0.2683578104138852,0.2683578104138852
205,DUSTIN.BROWN,Offense,773,116,45250000,17.62771322811021,0.1500646830530401,0.1500646830530401
206,DUSTIN.BYFUGLIEN,Defence,724,172,54800000,17.819200751918245,0.23756906077348067,0.23756906077348067
207,DWIGHT.KING,Offense,365,-14,7916666,15.884480715566285,-0.038356164383561646,-0.038356164383561646
208,DYLAN.LARKIN,Offense,160,0,1850000,14.430696197054507,0.0,0.0
209,ELIAS.LINDHOLM,Offense,293,7,7462500,15.825401036682994,0.023890784982935155,0.023890784982935155
210,EMERSON.ETEM,Offense,173,-19,2277113,14.638418970516314,-0.10982658959537572,-0.10982658959537572
211,ERIC.BOULTON,Offense,384,-31,4227500,15.257121359754873,-0.08072916666666667,-0.08072916666666667
212,ERIC.FEHR,Offense,537,45,12771750,16.36274625855696,0.08379888268156424,0.08379888268156424
213,ERIC.GELINAS,Defence,189,25,2475000,14.721750953984929,0.13227513227513227,0.13227513227513227
214,ERIC.GRYBA,Defence,258,-40,5812500,15.575521328877748,-0.15503875968992248,-0.15503875968992248
215,ERIC.NYSTROM,Offense,590,-178,12887500,16.371768407307353,-0.3016949152542373,-0.3016949152542373
216,ERIC.STAAL,Offense,765,199,68250000,18.03868799202934,0.2601307189542484,0.2601307189542484
217,ERIK.CONDRA,Offense,366,-68,5000000,15.424948470398375,-0.18579234972677597,-0.18579234972677597
218,ERIK.GUDBRANSON,Defence,339,-143,13800000,16.440179150127435,-0.4218289085545723,-0.4218289085545723
219,ERIK.HAULA,Offense,266,4,8400000,15.943742263813542,0.015037593984962405,0.015037593984962405
220,ERIK.JOHNSON,Defence,575,-26,38200000,17.458346073576802,-0.04521739130434783,-0.04521739130434783
221,ERIK.KARLSSON,Defence,556,150,47250000,17.670963211904027,0.2697841726618705,0.2697841726618705
222,ESA.LINDELL,Defence,77,-19,5145883,15.453707535459644,-0.24675324675324675,-0.24675324675324675
223,EVANDER.KANE,Offense,496,-9,37243548,17.432989279733903,-0.018145161290322582,-0.018145161290322582
224,EVGENI.MALKIN,Offense,627,462,91000000,18.326370064481125,0.7368421052631579,0.7368421052631579
225,EVGENY.KUZNETSOV,Offense,261,116,22682500,16.937104260025922,0.4444444444444444,0.4444444444444444
226,FEDOR.TYUTIN,Defence,703,-105,31697916,17.27176149536153,-0.14935988620199148,-0.14935988620199148
227,FILIP.FORSBERG,Offense,264,62,20488334,16.835366208954312,0.23484848484848486,0.23484848484848486
228,FRANCOIS.BEAUCHEMIN,Defence,692,-204,36400000,17.41007933260697,-0.2947976878612717,-0.2947976878612717
229,FRANK.VATRANO,Offense,83,4,1585000,14.276094965293519,0.04819277108433735,0.04819277108433735
230,FRANS.NIELSEN,Offense,668,29,28325000,17.159255364878344,0.04341317365269461,0.04341317365269461
231,GABRIEL.BOURQUE,Offense,248,-34,2918333,14.886523120813528,-0.13709677419354838,-0.13709677419354838
232,GABRIEL.LANDESKOG,Offense,428,48,29707145,17.206898147230604,0.11214953271028037,0.11214953271028037
233,GREGORY.CAMPBELL,Offense,658,-147,9262500,16.041484548586478,-0.22340425531914893,-0.22340425531914893
234,GUSTAV.FORSLING,Defence,38,5,1745000,14.372265113618665,0.13157894736842105,0.13157894736842105
235,GUSTAV.NYQUIST,Offense,337,102,20658077,16.84361693891131,0.3026706231454006,0.3026706231454006
236,HAMPUS.LINDHOLM,Defence,302,83,18175834,16.715603467538774,0.27483443708609273,0.27483443708609273
237,HENRIK.SEDIN,Offense,765,426,58500000,17.884537312202085,0.5568627450980392,0.5568627450980392
238,HENRIK.ZETTERBERG,Offense,719,336,60833330,17.92364838752419,0.4673157162726008,0.4673157162726008
239,IAN.COLE,Defence,338,19,9056854,16.019032377099077,0.05621301775147929,0.05621301775147929
240,IVAN.PROVOROV,Defence,82,-29,1788334,14.396795018165337,-0.35365853658536583,-0.35365853658536583
241,JACCOB.SLAVIN,Defence,145,2,6785000,15.730224851251107,0.013793103448275862,0.013793103448275862
242,JACK.EICHEL,Offense,142,28,11850000,16.287838425545413,0.19718309859154928,0.19718309859154928
243,JACK.HILLEN,Defence,302,-41,3211827,14.98235049207522,-0.1357615894039735,-0.1357615894039735
244,JACK.JOHNSON,Defence,706,-74,33350000,17.322568330325907,-0.1048158640226629,-0.1048158640226629
245,JACK.SKILLE,Offense,368,-63,4498660,15.319290132618164,-0.17119565217391305,-0.17119565217391305
246,JACOB.JOSEFSON,Offense,276,-35,5925000,15.59469124498547,-0.12681159420289856,-0.12681159420289856
247,JACOB.TROUBA,Defence,271,-36,8213334,15.921269489130312,-0.13284132841328414,-0.13284132841328414
248,JADEN.SCHWARTZ,Offense,318,112,22410000,16.92501784577711,0.3522012578616352,0.3522012578616352
249,JAKE.DOTCHIN,Defence,35,10,1625000,14.301018373745976,0.2857142857142857,0.2857142857142857
250,JAKE.GARDINER,Defence,407,51,22000000,16.90655301132259,0.12530712530712532,0.12530712530712532
251,JAKE.GUENTZEL,Offense,40,14,1468332,14.199637620624872,0.35,0.35
252,JAKE.MCCABE,Defence,162,-26,5725000,15.560353107404577,-0.16049382716049382,-0.16049382716049382
253,JAKOB.CHYCHRUN,Defence,68,-18,925000,13.737549016494562,-0.2647058823529412,-0.2647058823529412
254,JAKOB.SILFVERBERG,Offense,342,32,16713833,16.631747257869815,0.0935672514619883,0.0935672514619883
255,JAKUB.KINDL,Defence,331,42,11529999,16.26046280551497,0.1268882175226586,0.1268882175226586
256,JAKUB.VORACEK,Offense,685,259,45690855,17.637408726430685,0.3781021897810219,0.3781021897810219
257,JAMES.NEAL,Offense,631,282,36571667,17.41478437289852,0.4469096671949287,0.4469096671949287
258,JAMES.SHEPPARD,Offense,393,-31,2776798,14.836809023275926,-0.07888040712468193,-0.07888040712468193
259,JAMES.WISNIEWSKI,Defence,482,25,32712365,17.303263698949202,0.05186721991701245,0.05186721991701245
260,JAMIE.BENN,Offense,584,168,46510000,17.65517790120028,0.2876712328767123,0.2876712328767123
261,JAMIE.MCBAIN,Defence,348,32,6669462,15.713049754968475,0.09195402298850575,0.09195402298850575
262,JAMIE.MCGINN,Offense,522,-25,21443332,16.880924292539685,-0.04789272030651341,-0.04789272030651341
263,JAN.HEJDA,Defence,587,-187,17000000,16.64872390202049,-0.3185689948892675,-0.3185689948892675
264,JANNIK.HANSEN,Offense,580,-20,14425000,16.484473370358437,-0.034482758620689655,-0.034482758620689655
265,JARED.BOLL,Offense,568,-49,10438332,16.16099535753922,-0.08626760563380281,-0.08626760563380281
266,JARED.COWEN,Defence,249,-88,8145000,15.912914800018283,-0.3534136546184739,-0.3534136546184739
267,JARED.SPURGEON,Defence,448,83,24615835,17.018900493004125,0.18526785714285715,0.18526785714285715
268,JAROME.IGINLA,Offense,775,291,43133332,17.579806620451063,0.37548387096774194,0.37548387096774194
269,JAROMIR.JAGR,Offense,520,234,15896774,16.581626753523114,0.45,0.45
270,JARRET.STOLL,Offense,667,15,21350000,16.87656229763891,0.022488755622188907,0.022488755622188907
271,JASON.CHIMERA,Offense,741,-50,17625000,16.684828906662606,-0.06747638326585695,-0.06747638326585695
272,JASON.DEMERS,Defence,504,54,23718333,16.98175885137796,0.10714285714285714,0.10714285714285714
273,JASON.GARRISON,Defence,530,-16,25225000,17.043346124203946,-0.03018867924528302,-0.03018867924528302
274,JASON.POMINVILLE,Offense,762,214,53705000,17.799016665014285,0.28083989501312334,0.28083989501312334
275,JASON.SPEZZA,Offense,664,269,72000000,18.09217667698033,0.40512048192771083,0.40512048192771083
276,JASON.ZUCKER,Offense,248,21,7043082,15.767556416425638,0.0846774193548387,0.0846774193548387
277,JAY.BEAGLE,Offense,392,-52,9850000,16.10298201314827,-0.1326530612244898,-0.1326530612244898
278,JAY.BOUWMEESTER,Defence,764,-123,60400000,17.916499662905043,-0.16099476439790575,-0.16099476439790575
279,JAY.HARRISON,Defence,358,-80,5400000,15.501909511534503,-0.22346368715083798,-0.22346368715083798
280,JAY.MCCLEMENT,Offense,758,-322,10750000,16.190416312537945,-0.42480211081794195,-0.42480211081794195
281,JEAN-GABRIEL.PAGEAU,Offense,251,-32,8630835,15.970851813883154,-0.12749003984063745,-0.12749003984063745
282,JEFF.CARTER,Offense,734,228,52181816,17.77024463967362,0.3106267029972752,0.3106267029972752
283,JEFF.PETRY,Defence,445,-119,27027822,17.112377337869603,-0.26741573033707866,-0.26741573033707866
284,JEFF.SCHULTZ,Defence,371,-21,8965000,16.00883866502137,-0.05660377358490566,-0.05660377358490566
285,JEFF.SKINNER,Offense,497,67,36150000,17.403187506569047,0.13480885311871227,0.13480885311871227
286,JESPER.FAST,Offense,216,-29,6296801,15.655552284621189,-0.13425925925925927,-0.13425925925925927
287,JESSE.WINCHESTER,Offense,285,-49,2950000,14.897315728316002,-0.17192982456140352,-0.17192982456140352
288,JIMMY.HAYES,Offense,301,14,8815706,15.99204546136141,0.046511627906976744,0.046511627906976744
289,JIMMY.VESEY,Offense,80,-1,925000,13.737549016494562,-0.0125,-0.0125
290,JIRI.HUDLER,Offense,615,194,20875000,16.854062828701192,0.3154471544715447,0.3154471544715447
291,JIRI.SEKAC,Offense,108,2,925000,13.737549016494562,0.018518518518518517,0.018518518518518517
292,JIRI.TLUSTY,Offense,445,15,6576235,15.698972951089369,0.033707865168539325,0.033707865168539325
293,JOAKIM.ANDERSSON,Offense,205,-49,2280000,14.639686000930624,-0.23902439024390243,-0.23902439024390243
294,JOAKIM.NORDSTROM,Offense,207,-42,3564677,15.086584004640272,-0.2028985507246377,-0.2028985507246377
295,JOE.COLBORNE,Offense,295,-26,5650000,15.547166103122624,-0.08813559322033898,-0.08813559322033898
296,JOEL.EDMUNDSON,Defence,136,-1,2100000,14.557447902693651,-0.007352941176470588,-0.007352941176470588
297,JOEL.WARD,Offense,662,-17,24825000,17.02736176789551,-0.0256797583081571,-0.0256797583081571
298,JOE.PAVELSKI,Offense,758,348,47637500,17.679130824164254,0.45910290237467016,0.45910290237467016
299,JOE.THORNTON,Offense,772,507,63650000,17.96890988296769,0.6567357512953368,0.6567357512953368
300,JOE.VITALE,Offense,234,-59,4962501,15.417420405488897,-0.25213675213675213,-0.25213675213675213
301,JOFFREY.LUPUL,Offense,463,106,38000000,17.45309671769066,0.22894168466522677,0.22894168466522677
302,JOHAN.FRANZEN,Offense,452,231,31636360,17.269817649997844,0.5110619469026548,0.5110619469026548
303,JOHAN.LARSSON,Offense,178,-6,4700000,15.363073066680286,-0.033707865168539325,-0.033707865168539325
304,JOHN.CARLSON,Defence,526,55,25491668,17.053862211637806,0.10456273764258556,0.10456273764258556
305,JOHN.KLINGBERG,Defence,221,126,17000000,16.64872390202049,0.5701357466063348,0.5701357466063348
306,JOHN-MICHAEL.LILES,Defence,604,104,28271795,17.157375222524948,0.17218543046357615,0.17218543046357615
307,JOHN.MITCHELL,Offense,548,-62,9462500,16.062847176727843,-0.11313868613138686,-0.11313868613138686
308,JOHN.MOORE,Defence,366,-53,7622127,15.846566022570489,-0.1448087431693989,-0.1448087431693989
309,JOHNNY.BOYCHUK,Defence,529,70,38350001,17.46226511185316,0.1323251417769376,0.1323251417769376
310,JOHNNY.GAUDREAU,Offense,232,101,22950000,16.948828494470828,0.4353448275862069,0.4353448275862069
311,JOHN.ODUYA,Defence,6,-3,29125000,17.18710746985014,-0.5,-0.5
312,JOHN.SCOTT,Defence,286,-21,3575000,15.089475734110245,-0.07342657342657342,-0.07342657342657342
313,JOHN.TAVARES,Offense,586,221,34800000,17.365127944744703,0.3771331058020478,0.3771331058020478
314,JONAS.BRODIN,Defence,331,-11,18879998,16.75361361274942,-0.03323262839879154,-0.03323262839879154
315,JONATHAN.DROUIN,Offense,164,43,12788334,16.36404390705664,0.2621951219512195,0.2621951219512195
316,JONATHAN.ERICSSON,Defence,529,-121,32800000,17.305939073354374,-0.22873345935727787,-0.22873345935727787
317,JONATHAN.HUBERDEAU,Offense,303,66,20725834,16.846891499430498,0.21782178217821782,0.21782178217821782
318,JONATHAN.TOEWS,Offense,717,392,74350000,18.124294230870436,0.5467224546722455,0.5467224546722455
